"Enrichment.FDR";"Genes.in.list";"Total.genes";"Functional.Category";"Genes";"species";"feature"
2.66758300038044e-58;151;4423;"Nucleic acid metabolic process ";"AT1G03190 AT1G04020 AT1G04510 AT1G07370 AT1G07745 AT1G08130 AT1G08260 AT1G08840 AT1G10520 AT1G12400 AT1G14400 AT1G15920 AT1G16890 AT1G16970 AT1G18040 AT1G18340 AT1G19750 AT1G21690 AT1G21710 AT1G23260 AT1G27840 AT1G31360 AT1G48050 AT1G49250 AT1G55750 AT1G63160 AT1G66750 AT1G70660 AT1G73690 AT1G77470 AT1G78870 AT1G80780 AT2G02760 AT2G06510 AT2G19670 AT2G24490 AT2G25100 AT2G26990 AT2G27120 AT2G28560 AT2G29570 AT2G31320 AT2G31610 AT2G31970 AT2G32070 AT2G33340 AT2G36060 AT2G42120 AT2G45280 AT3G02860 AT3G02920 AT3G12040 AT3G16980 AT3G18524 AT3G18630 AT3G20020 AT3G25100 AT3G48710 AT3G49830 AT3G52560 AT3G53870 AT3G57300 AT3G61420 AT4G02070 AT4G02390 AT4G02460 AT4G09140 AT4G14970 AT4G16265 AT4G17020 AT4G19130 AT4G25540 AT4G29510 AT4G33925 AT5G07810 AT5G09920 AT5G10270 AT5G10960 AT5G15170 AT5G16630 AT5G20850 AT5G22110 AT5G27620 AT5G27740 AT5G28740 AT5G35430 AT5G35530 AT5G41150 AT5G41360 AT5G41370 AT5G47010 AT5G57160 AT5G58760 AT5G59180 AT5G60370 AT5G61140 AT5G62540 AT5G63550 AT5G63920 AT5G63960 AT5G64960 AT5G67100 AT5G67630 AT3G19210 AT4G37010 AT1G02740 AT1G07270 AT1G09770 AT1G11475 AT1G11780 AT1G16190 AT1G16590 AT1G61700 AT1G78650 AT1G79650 AT2G29680 AT2G38560 AT2G38770 AT3G02540 AT3G06480 AT3G12280 AT3G12380 AT3G15150 AT3G22320 AT3G51880 AT3G52090 AT3G54670 AT3G58560 AT3G58580 AT4G05420 AT4G21100 AT4G21710 AT4G37280 AT5G15920 AT5G26680 AT5G38470 AT5G41010 AT5G49110 AT5G64520 AT5G65740 AT5G66130 AT1G05180 AT1G66740 AT2G16390 AT3G48750 AT4G11920 AT4G22910 AT4G26840 AT4G38600 AT5G38110 AT5G46210";"A. thaliana";"GIM"
2.75653682458304e-58;132;3184;"Cellular response to stimulus ";"AT1G03190 AT1G04020 AT1G07370 AT1G07745 AT1G08260 AT1G10520 AT1G12400 AT1G14400 AT1G16890 AT1G16970 AT1G18340 AT1G19750 AT1G21710 AT1G23260 AT1G27840 AT1G30270 AT1G31360 AT1G48050 AT1G70660 AT1G78870 AT2G02760 AT2G06510 AT2G24490 AT2G25100 AT2G27120 AT2G28560 AT2G29570 AT2G31320 AT2G31610 AT2G36060 AT3G02860 AT3G02920 AT3G09840 AT3G12040 AT3G16980 AT3G18524 AT3G18630 AT3G25100 AT3G48710 AT3G50360 AT3G52560 AT3G53230 AT3G53870 AT3G57300 AT4G02070 AT4G02390 AT4G02460 AT4G09140 AT4G14970 AT4G16265 AT4G17020 AT4G17760 AT4G19130 AT4G25540 AT4G33925 AT4G34270 AT4G37010 AT5G03340 AT5G07810 AT5G09920 AT5G15170 AT5G16630 AT5G20850 AT5G22110 AT5G35530 AT5G41150 AT5G41360 AT5G41370 AT5G57160 AT5G58760 AT5G60370 AT5G61140 AT5G62540 AT5G63550 AT5G63960 AT5G66130 AT5G67100 AT1G13460 AT2G45280 AT3G19210 AT3G21650 AT1G02090 AT1G04510 AT1G05180 AT1G08130 AT1G09770 AT1G11780 AT1G16190 AT1G16590 AT1G22920 AT1G49250 AT1G55750 AT1G71230 AT1G79650 AT2G26990 AT2G31970 AT2G33340 AT3G02540 AT3G09880 AT3G12380 AT3G15150 AT3G26020 AT3G26030 AT3G54670 AT3G54930 AT3G61140 AT3G61420 AT4G05420 AT4G14110 AT4G15415 AT4G21100 AT4G26430 AT5G03470 AT5G14250 AT5G15920 AT5G26680 AT5G38470 AT5G42970 AT5G46210 AT5G49110 AT5G56280 AT5G64520 AT5G65740 AT1G08840 AT1G66740 AT2G16390 AT3G11910 AT5G06600 AT5G38110 AT5G47010 AT5G63920 AT1G03930";"A. thaliana";"GIM"
7.48766755509552e-54;143;4203;"Cellular protein metabolic process ";"AT1G02080 AT1G02740 AT1G03930 AT1G04020 AT1G04440 AT1G04860 AT1G05180 AT1G12400 AT1G13460 AT1G14400 AT1G15920 AT1G16190 AT1G16890 AT1G18040 AT1G18340 AT1G19750 AT1G22920 AT1G23260 AT1G23410 AT1G27840 AT1G28120 AT1G30270 AT1G55750 AT1G55860 AT1G65350 AT1G66750 AT1G70320 AT1G70660 AT1G71230 AT1G72710 AT1G73690 AT1G78870 AT1G79650 AT1G80780 AT2G02760 AT2G19470 AT2G19670 AT2G31320 AT2G32070 AT2G32410 AT2G32765 AT2G36060 AT2G36170 AT2G47110 AT3G02540 AT3G03420 AT3G09790 AT3G09840 AT3G09880 AT3G11910 AT3G20020 AT3G21650 AT3G23340 AT3G26020 AT3G26030 AT3G42830 AT3G48750 AT3G49830 AT3G52560 AT3G52590 AT3G53230 AT3G54930 AT3G57870 AT3G61420 AT3G62250 AT4G02390 AT4G02890 AT4G05050 AT4G05320 AT4G05420 AT4G14340 AT4G15415 AT4G17020 AT4G21100 AT4G26100 AT4G26840 AT4G29510 AT4G35620 AT4G37280 AT5G03240 AT5G03340 AT5G03470 AT5G06600 AT5G06830 AT5G09920 AT5G10270 AT5G10960 AT5G14250 AT5G20570 AT5G20620 AT5G23540 AT5G25380 AT5G27620 AT5G35430 AT5G38470 AT5G41360 AT5G41370 AT5G43320 AT5G44100 AT5G46210 AT5G55160 AT5G55856 AT5G57015 AT5G58760 AT5G59180 AT5G62540 AT5G64960 AT5G65420 AT5G67630 AT2G25880 AT2G45490 AT3G15150 AT4G32830 AT5G18650 AT1G03190 AT1G04510 AT2G31610 AT2G33340 AT2G38560 AT2G45710 AT3G53870 AT3G61110 AT3G61111 AT3G61140 AT3G62970 AT4G11920 AT4G14110 AT4G22910 AT4G26430 AT4G26720 AT4G38600 AT5G02880 AT5G13840 AT5G22920 AT5G35530 AT5G47930 AT5G55260 AT5G56280 AT5G65740 AT1G02090 AT2G16390 AT2G26990 AT5G42970";"A. thaliana";"GIM"
4.313629983061e-53;152;4925;"Nucleobase-containing compound metabolic process ";"AT1G03190 AT1G04020 AT1G04510 AT1G07370 AT1G07745 AT1G08130 AT1G08260 AT1G08840 AT1G10520 AT1G12400 AT1G14400 AT1G15920 AT1G16890 AT1G16970 AT1G18040 AT1G18340 AT1G19750 AT1G21690 AT1G21710 AT1G23260 AT1G27840 AT1G31360 AT1G48050 AT1G49250 AT1G55750 AT1G63160 AT1G66750 AT1G70660 AT1G73690 AT1G77470 AT1G78870 AT1G80780 AT2G02760 AT2G06510 AT2G19670 AT2G24490 AT2G25100 AT2G26990 AT2G27120 AT2G28560 AT2G29570 AT2G31320 AT2G31610 AT2G31970 AT2G32070 AT2G33340 AT2G36060 AT2G42120 AT2G45280 AT3G02860 AT3G02920 AT3G12040 AT3G16980 AT3G18524 AT3G18630 AT3G20020 AT3G25100 AT3G48710 AT3G49830 AT3G52560 AT3G53870 AT3G57300 AT3G61420 AT4G02070 AT4G02390 AT4G02460 AT4G09140 AT4G14970 AT4G16265 AT4G17020 AT4G19130 AT4G25540 AT4G29510 AT4G33925 AT5G07810 AT5G09920 AT5G10270 AT5G10960 AT5G15170 AT5G16630 AT5G20850 AT5G22110 AT5G27620 AT5G27740 AT5G28740 AT5G35430 AT5G35530 AT5G41150 AT5G41360 AT5G41370 AT5G47010 AT5G57160 AT5G58760 AT5G59180 AT5G60370 AT5G61140 AT5G62540 AT5G63550 AT5G63920 AT5G63960 AT5G64960 AT5G67100 AT5G67630 AT3G12280 AT3G19210 AT4G37010 AT1G02740 AT1G07270 AT1G09770 AT1G11475 AT1G11780 AT1G16190 AT1G16590 AT1G61700 AT1G78650 AT1G79650 AT2G29680 AT2G38560 AT2G38770 AT3G02540 AT3G06480 AT3G12380 AT3G15150 AT3G22320 AT3G51880 AT3G52090 AT3G54670 AT3G58560 AT3G58580 AT4G05420 AT4G21100 AT4G21710 AT4G37280 AT5G15920 AT5G26680 AT5G38470 AT5G41010 AT5G49110 AT5G64520 AT5G65740 AT5G66130 AT1G05180 AT1G66740 AT2G16390 AT3G48750 AT4G11920 AT4G15415 AT4G22910 AT4G26840 AT4G38600 AT5G38110 AT5G46210";"A. thaliana";"GIM"
2.43260595440957e-49;144;4644;"Protein metabolic process ";"AT1G02080 AT1G02740 AT1G03930 AT1G04020 AT1G04440 AT1G04860 AT1G05180 AT1G12400 AT1G13460 AT1G14400 AT1G15920 AT1G16190 AT1G16890 AT1G18040 AT1G18340 AT1G19750 AT1G22920 AT1G23260 AT1G23410 AT1G27840 AT1G28120 AT1G30270 AT1G55750 AT1G55860 AT1G65350 AT1G66750 AT1G70320 AT1G70660 AT1G71230 AT1G72710 AT1G73690 AT1G78870 AT1G79650 AT1G80780 AT2G02760 AT2G19470 AT2G19670 AT2G31320 AT2G32070 AT2G32410 AT2G32765 AT2G36060 AT2G36170 AT2G47110 AT3G02540 AT3G03420 AT3G09790 AT3G09840 AT3G09880 AT3G11910 AT3G20020 AT3G21650 AT3G23340 AT3G26020 AT3G26030 AT3G42830 AT3G48750 AT3G49830 AT3G52560 AT3G52590 AT3G53230 AT3G54930 AT3G57870 AT3G61420 AT3G62250 AT4G02390 AT4G02890 AT4G05050 AT4G05320 AT4G05420 AT4G14340 AT4G15415 AT4G17020 AT4G21100 AT4G26100 AT4G26840 AT4G29510 AT4G35620 AT4G37280 AT5G03240 AT5G03340 AT5G03470 AT5G06600 AT5G06830 AT5G09920 AT5G10270 AT5G10960 AT5G14250 AT5G20570 AT5G20620 AT5G23540 AT5G25380 AT5G27620 AT5G35430 AT5G38470 AT5G41360 AT5G41370 AT5G43320 AT5G44100 AT5G46210 AT5G55160 AT5G55856 AT5G57015 AT5G58760 AT5G59180 AT5G62540 AT5G64960 AT5G65420 AT5G67630 AT2G25880 AT2G45490 AT3G15150 AT4G32830 AT5G18650 AT1G03190 AT1G04510 AT2G31610 AT2G33340 AT2G38560 AT2G45710 AT3G53870 AT3G61110 AT3G61111 AT3G61140 AT3G62970 AT4G11920 AT4G14110 AT4G22910 AT4G26430 AT4G26720 AT4G38600 AT5G02880 AT5G13840 AT5G22920 AT5G35530 AT5G47930 AT5G48120 AT5G55260 AT5G56280 AT5G65740 AT1G02090 AT2G16390 AT2G26990 AT5G42970";"A. thaliana";"GIM"
1.0393787055991e-47;119;3092;"Cellular protein modification process ";"AT1G02740 AT1G03930 AT1G04020 AT1G04440 AT1G04860 AT1G05180 AT1G12400 AT1G13460 AT1G14400 AT1G16890 AT1G18040 AT1G18340 AT1G19750 AT1G22920 AT1G23260 AT1G23410 AT1G27840 AT1G28120 AT1G30270 AT1G55750 AT1G55860 AT1G65350 AT1G66750 AT1G70320 AT1G70660 AT1G71230 AT1G72710 AT1G73690 AT1G78870 AT2G02760 AT2G19470 AT2G19670 AT2G31320 AT2G32410 AT2G32765 AT2G36060 AT2G36170 AT2G47110 AT3G09790 AT3G09880 AT3G11910 AT3G20020 AT3G21650 AT3G23340 AT3G26020 AT3G26030 AT3G42830 AT3G48750 AT3G49830 AT3G52560 AT3G52590 AT3G54930 AT3G57870 AT3G61420 AT3G62250 AT4G02390 AT4G02890 AT4G05050 AT4G05320 AT4G14340 AT4G15415 AT4G17020 AT4G26100 AT4G26840 AT4G29510 AT4G35620 AT4G37280 AT5G03240 AT5G03470 AT5G06600 AT5G06830 AT5G10270 AT5G20570 AT5G20620 AT5G23540 AT5G25380 AT5G27620 AT5G41360 AT5G41370 AT5G43320 AT5G44100 AT5G55160 AT5G55856 AT5G57015 AT5G58760 AT5G62540 AT5G64960 AT5G65420 AT5G67630 AT2G25880 AT2G45490 AT3G15150 AT4G32830 AT5G18650 AT5G46210 AT1G03190 AT1G04510 AT2G33340 AT3G61140 AT3G62970 AT4G05420 AT4G11920 AT4G14110 AT4G21100 AT4G22910 AT4G26430 AT4G26720 AT4G38600 AT5G02880 AT5G13840 AT5G22920 AT5G55260 AT5G56280 AT5G65740 AT1G02090 AT2G16390 AT2G26990 AT5G14250 AT5G42970";"A. thaliana";"GIM"
1.0393787055991e-47;119;3092;"Protein modification process ";"AT1G02740 AT1G03930 AT1G04020 AT1G04440 AT1G04860 AT1G05180 AT1G12400 AT1G13460 AT1G14400 AT1G16890 AT1G18040 AT1G18340 AT1G19750 AT1G22920 AT1G23260 AT1G23410 AT1G27840 AT1G28120 AT1G30270 AT1G55750 AT1G55860 AT1G65350 AT1G66750 AT1G70320 AT1G70660 AT1G71230 AT1G72710 AT1G73690 AT1G78870 AT2G02760 AT2G19470 AT2G19670 AT2G31320 AT2G32410 AT2G32765 AT2G36060 AT2G36170 AT2G47110 AT3G09790 AT3G09880 AT3G11910 AT3G20020 AT3G21650 AT3G23340 AT3G26020 AT3G26030 AT3G42830 AT3G48750 AT3G49830 AT3G52560 AT3G52590 AT3G54930 AT3G57870 AT3G61420 AT3G62250 AT4G02390 AT4G02890 AT4G05050 AT4G05320 AT4G14340 AT4G15415 AT4G17020 AT4G26100 AT4G26840 AT4G29510 AT4G35620 AT4G37280 AT5G03240 AT5G03470 AT5G06600 AT5G06830 AT5G10270 AT5G20570 AT5G20620 AT5G23540 AT5G25380 AT5G27620 AT5G41360 AT5G41370 AT5G43320 AT5G44100 AT5G55160 AT5G55856 AT5G57015 AT5G58760 AT5G62540 AT5G64960 AT5G65420 AT5G67630 AT2G25880 AT2G45490 AT3G15150 AT4G32830 AT5G18650 AT5G46210 AT1G03190 AT1G04510 AT2G33340 AT3G61140 AT3G62970 AT4G05420 AT4G11920 AT4G14110 AT4G21100 AT4G22910 AT4G26430 AT4G26720 AT4G38600 AT5G02880 AT5G13840 AT5G22920 AT5G55260 AT5G56280 AT5G65740 AT1G02090 AT2G16390 AT2G26990 AT5G14250 AT5G42970";"A. thaliana";"GIM"
1.25601419087803e-46;65;683;"Cell cycle ";"AT1G04020 AT1G07270 AT1G08260 AT2G06510 AT2G24490 AT2G25880 AT2G27120 AT2G29680 AT2G31970 AT2G45280 AT3G02860 AT3G02920 AT3G09840 AT3G12280 AT3G18524 AT3G25100 AT3G48750 AT3G53230 AT4G02070 AT4G17760 AT4G19130 AT4G25540 AT4G32830 AT4G35620 AT5G03340 AT5G06830 AT5G20850 AT5G25380 AT5G27620 AT5G41150 AT5G41360 AT5G41370 AT5G65420 AT5G66130 AT5G67100 AT4G14970 AT1G08130 AT1G09770 AT1G18040 AT1G66750 AT2G45490 AT3G15150 AT3G19210 AT3G54670 AT4G11920 AT4G22910 AT5G10270 AT5G13840 AT5G15920 AT5G22110 AT5G63920 AT5G64960 AT3G09880 AT5G03470 AT1G05180 AT1G22920 AT1G66740 AT1G71230 AT4G38600 AT5G14250 AT5G38110 AT5G42970 AT5G64520 AT1G07370 AT1G73690";"A. thaliana";"GIM"
3.88037692925738e-45;123;3532;"Macromolecule modification ";"AT1G02740 AT1G03930 AT1G04020 AT1G04440 AT1G04860 AT1G05180 AT1G12400 AT1G13460 AT1G14400 AT1G16890 AT1G18040 AT1G18340 AT1G19750 AT1G22920 AT1G23260 AT1G23410 AT1G27840 AT1G28120 AT1G30270 AT1G55750 AT1G55860 AT1G65350 AT1G66750 AT1G70320 AT1G70660 AT1G71230 AT1G72710 AT1G73690 AT1G78870 AT2G02760 AT2G19470 AT2G19670 AT2G31320 AT2G32410 AT2G32765 AT2G36060 AT2G36170 AT2G47110 AT3G09790 AT3G09880 AT3G11910 AT3G20020 AT3G21650 AT3G23340 AT3G26020 AT3G26030 AT3G42830 AT3G48750 AT3G49830 AT3G52560 AT3G52590 AT3G54930 AT3G57870 AT3G61420 AT3G62250 AT4G02390 AT4G02890 AT4G05050 AT4G05320 AT4G14340 AT4G15415 AT4G17020 AT4G26100 AT4G26840 AT4G29510 AT4G35620 AT4G37280 AT5G03240 AT5G03470 AT5G06600 AT5G06830 AT5G10270 AT5G20570 AT5G20620 AT5G23540 AT5G25380 AT5G27620 AT5G41360 AT5G41370 AT5G43320 AT5G44100 AT5G55160 AT5G55856 AT5G57015 AT5G58760 AT5G61140 AT5G62540 AT5G64960 AT5G65420 AT5G67630 AT2G25880 AT2G45490 AT3G15150 AT4G32830 AT5G18650 AT5G46210 AT1G03190 AT1G04510 AT2G33340 AT3G61140 AT3G62970 AT4G05420 AT4G11920 AT4G14110 AT4G21100 AT4G22910 AT4G26430 AT4G26720 AT4G38600 AT5G02880 AT5G13840 AT5G22920 AT5G55260 AT5G56280 AT5G65740 AT1G02090 AT1G08130 AT2G16390 AT2G26990 AT4G16265 AT5G09920 AT5G14250 AT5G42970";"A. thaliana";"GIM"
8.19660132765232e-43;122;3648;"Response to stress ";"AT1G03190 AT1G04020 AT1G07370 AT1G07745 AT1G08260 AT1G10520 AT1G12400 AT1G14400 AT1G16890 AT1G16970 AT1G18340 AT1G19750 AT1G21710 AT1G23260 AT1G27840 AT1G31360 AT1G48050 AT1G70660 AT1G78870 AT2G02760 AT2G06510 AT2G24490 AT2G25100 AT2G27120 AT2G28560 AT2G29570 AT2G31320 AT2G31610 AT2G36060 AT3G02860 AT3G02920 AT3G09840 AT3G12040 AT3G16980 AT3G18524 AT3G18630 AT3G25100 AT3G48710 AT3G52560 AT3G53230 AT3G53870 AT3G57300 AT4G02070 AT4G02390 AT4G02460 AT4G09140 AT4G14970 AT4G16265 AT4G17020 AT4G17760 AT4G19130 AT4G25540 AT4G33925 AT5G03340 AT5G07810 AT5G09920 AT5G15170 AT5G16630 AT5G20850 AT5G22110 AT5G35530 AT5G41150 AT5G41360 AT5G41370 AT5G57160 AT5G58760 AT5G60370 AT5G61140 AT5G62540 AT5G63550 AT5G63960 AT5G66130 AT5G67100 AT2G45280 AT3G19210 AT3G21650 AT4G37010 AT1G04510 AT1G08130 AT1G09770 AT1G11780 AT1G16190 AT1G16590 AT1G49250 AT1G55750 AT1G77470 AT1G79650 AT2G16390 AT2G31970 AT2G33340 AT3G02540 AT3G12380 AT3G15150 AT3G26020 AT3G54670 AT3G61420 AT4G05420 AT4G15415 AT4G21100 AT5G15920 AT5G18650 AT5G26680 AT5G38470 AT5G47010 AT5G49110 AT5G64520 AT5G65740 AT3G48750 AT3G61140 AT4G26840 AT5G23540 AT5G55160 AT1G05180 AT1G08840 AT1G22920 AT1G30270 AT1G66740 AT5G27620 AT5G38110 AT5G46210 AT5G63920 AT5G64960";"A. thaliana";"GIM"
1.69688010768555e-42;28;53;"Nucleotide-excision repair ";"AT1G03190 AT1G08260 AT1G12400 AT1G18340 AT1G19750 AT1G27840 AT2G06510 AT2G24490 AT2G27120 AT3G02920 AT3G16980 AT4G16265 AT4G17020 AT4G19130 AT5G16630 AT5G41150 AT5G41360 AT5G41370 AT5G57160 AT5G63960 AT1G16190 AT1G21710 AT1G55750 AT1G79650 AT3G02540 AT3G61420 AT5G38470 AT1G10520";"A. thaliana";"GIM"
3.10594212537583e-42;40;188;"DNA replication ";"AT1G07370 AT1G08130 AT1G08260 AT1G08840 AT1G21690 AT1G49250 AT1G63160 AT1G77470 AT2G06510 AT2G24490 AT2G25100 AT2G27120 AT2G29570 AT2G42120 AT3G02860 AT3G02920 AT3G18524 AT3G25100 AT4G02070 AT4G19130 AT4G25540 AT5G07810 AT5G22110 AT5G27740 AT5G63960 AT5G67100 AT1G07270 AT1G10520 AT1G31360 AT1G78650 AT2G29680 AT5G20850 AT5G26680 AT5G57160 AT3G12280 AT3G15150 AT3G48750 AT4G11920 AT4G22910 AT4G38600";"A. thaliana";"GIM"
7.71867303062485e-42;37;148;"DNA-dependent DNA replication ";"AT1G07370 AT1G08130 AT1G08260 AT1G08840 AT1G21690 AT1G49250 AT1G63160 AT1G77470 AT2G06510 AT2G24490 AT2G25100 AT2G27120 AT2G29570 AT2G42120 AT3G02860 AT3G02920 AT3G18524 AT3G25100 AT4G02070 AT4G19130 AT4G25540 AT5G07810 AT5G22110 AT5G27740 AT5G63960 AT5G67100 AT1G07270 AT2G29680 AT5G20850 AT5G26680 AT3G12280 AT3G15150 AT3G48750 AT4G11920 AT4G22910 AT4G38600 AT1G78650";"A. thaliana";"GIM"
3.03921302047746e-40;66;904;"Protein modification by small protein conjugation or removal ";"AT1G04860 AT1G05180 AT1G14400 AT1G16890 AT1G19750 AT1G22920 AT1G23260 AT1G23410 AT1G27840 AT1G28120 AT1G55860 AT1G65350 AT1G70320 AT1G70660 AT1G71230 AT1G78870 AT2G02760 AT2G32410 AT2G32765 AT2G36060 AT2G36170 AT2G47110 AT3G09790 AT3G11910 AT3G42830 AT3G52560 AT3G52590 AT3G57870 AT3G62250 AT4G02890 AT4G05050 AT4G05320 AT4G26840 AT5G03240 AT5G06600 AT5G20570 AT5G20620 AT5G23540 AT5G55160 AT5G55856 AT5G58760 AT5G62540 AT3G15150 AT5G18650 AT5G46210 AT1G04020 AT1G04510 AT2G33340 AT3G61140 AT3G62970 AT4G05420 AT4G11920 AT4G14110 AT4G21100 AT4G22910 AT4G26430 AT4G38600 AT5G02880 AT5G13840 AT5G22920 AT5G56280 AT5G65740 AT1G02090 AT2G26990 AT5G14250 AT5G42970";"A. thaliana";"GIM"
1.37442501383652e-37;37;189;"DNA recombination ";"AT1G03190 AT1G04020 AT1G07745 AT1G31360 AT2G06510 AT2G24490 AT2G28560 AT2G31970 AT2G45280 AT3G02920 AT3G18524 AT3G25100 AT4G02070 AT4G19130 AT4G25540 AT4G33925 AT5G20850 AT5G41150 AT5G41360 AT5G41370 AT3G19210 AT1G08130 AT1G16970 AT1G48050 AT1G49250 AT3G15150 AT5G15920 AT5G57160 AT5G64520 AT4G14970 AT1G05180 AT1G66740 AT3G57300 AT4G02460 AT4G09140 AT5G38110 AT5G63920";"A. thaliana";"GIM"
5.65621448178907e-37;32;121;"Double-strand break repair ";"AT1G04020 AT1G07745 AT1G10520 AT1G16970 AT1G31360 AT1G48050 AT2G06510 AT2G24490 AT2G28560 AT2G31320 AT3G02920 AT3G25100 AT3G48710 AT4G02390 AT4G19130 AT4G33925 AT5G15170 AT5G20850 AT5G41150 AT5G57160 AT5G63550 AT5G67100 AT2G45280 AT3G19210 AT3G15150 AT5G15920 AT5G64520 AT1G08130 AT1G66740 AT2G31970 AT4G14970 AT5G38110";"A. thaliana";"GIM"
1.05515252832206e-34;48;485;"Cell cycle process ";"AT1G04020 AT1G07270 AT2G24490 AT2G25880 AT2G29680 AT2G31970 AT2G45280 AT3G02860 AT3G02920 AT3G09840 AT3G12280 AT3G18524 AT3G25100 AT3G48750 AT3G53230 AT4G02070 AT4G25540 AT4G32830 AT4G35620 AT5G03340 AT5G20850 AT5G25380 AT5G41150 AT5G41360 AT5G41370 AT5G65420 AT5G66130 AT5G67100 AT4G14970 AT2G06510 AT2G45490 AT3G54670 AT5G15920 AT3G09880 AT5G03470 AT1G05180 AT1G22920 AT1G66740 AT1G71230 AT3G15150 AT4G11920 AT4G22910 AT4G38600 AT5G14250 AT5G38110 AT5G42970 AT5G63920 AT5G64520";"A. thaliana";"GIM"
4.01024763147119e-31;37;279;"Regulation of cell cycle ";"AT1G04020 AT1G07270 AT2G24490 AT2G25880 AT2G29680 AT3G02860 AT3G02920 AT3G12280 AT3G18524 AT3G25100 AT3G48750 AT4G02070 AT4G17760 AT4G32830 AT4G35620 AT5G06830 AT5G25380 AT5G27620 AT5G41360 AT5G41370 AT5G65420 AT5G66130 AT2G45490 AT5G10270 AT5G64960 AT1G22920 AT1G66740 AT1G71230 AT3G15150 AT4G11920 AT5G14250 AT5G38110 AT5G42970 AT1G07370 AT1G18040 AT1G66750 AT1G73690";"A. thaliana";"GIM"
3.49253634319167e-28;49;709;"Cellular macromolecule catabolic process ";"AT1G14400 AT1G15920 AT1G16190 AT1G19750 AT1G23410 AT1G27840 AT1G65350 AT1G79650 AT1G80780 AT2G02760 AT2G25100 AT2G32070 AT2G36170 AT2G47110 AT3G02540 AT3G09790 AT3G09840 AT3G42830 AT3G52590 AT3G53230 AT3G62250 AT4G02890 AT4G05050 AT4G05320 AT4G05420 AT4G21100 AT5G03240 AT5G03340 AT5G09920 AT5G10960 AT5G14250 AT5G20570 AT5G20620 AT5G23540 AT5G35430 AT5G38470 AT5G46210 AT5G47010 AT5G59180 AT5G62540 AT1G16890 AT1G78870 AT5G18650 AT1G04860 AT3G06480 AT3G11910 AT5G06600 AT5G26680 AT5G56280";"A. thaliana";"GIM"
8.39719569363862e-28;48;687;"Chromosome organization ";"AT1G02740 AT1G03190 AT1G04020 AT1G07745 AT1G16970 AT1G21710 AT1G31360 AT1G48050 AT2G06510 AT2G19670 AT2G24490 AT2G31970 AT3G02920 AT3G18524 AT3G20020 AT3G25100 AT3G49830 AT3G57300 AT4G02070 AT4G19130 AT4G25540 AT4G29510 AT4G37280 AT5G07810 AT5G20850 AT5G41360 AT5G41370 AT5G58760 AT5G63920 AT5G67630 AT2G25880 AT2G45490 AT4G14970 AT4G32830 AT1G66740 AT2G44980 AT3G54670 AT5G15920 AT5G25380 AT5G38110 AT5G61140 AT1G14400 AT2G02760 AT3G09880 AT5G03470 AT2G16390 AT3G12280 AT3G51880";"A. thaliana";"GIM"
2.08786890802351e-27;51;815;"Protein modification by small protein conjugation ";"AT1G05180 AT1G14400 AT1G16890 AT1G19750 AT1G23260 AT1G23410 AT1G27840 AT1G55860 AT1G65350 AT1G70320 AT1G70660 AT1G78870 AT2G02760 AT2G32410 AT2G32765 AT2G36060 AT2G36170 AT2G47110 AT3G09790 AT3G42830 AT3G52560 AT3G52590 AT3G57870 AT3G62250 AT4G02890 AT4G05050 AT4G05320 AT4G26840 AT5G03240 AT5G20570 AT5G20620 AT5G55160 AT5G55856 AT5G58760 AT5G62540 AT3G15150 AT5G18650 AT5G46210 AT1G04020 AT1G04510 AT2G33340 AT3G62970 AT4G05420 AT4G11920 AT4G21100 AT4G22910 AT4G38600 AT5G02880 AT5G13840 AT5G22920 AT5G65740";"A. thaliana";"GIM"
1.19699277485729e-24;38;452;"Modification-dependent protein catabolic process ";"AT1G14400 AT1G16190 AT1G19750 AT1G23410 AT1G27840 AT1G65350 AT1G79650 AT2G02760 AT2G36170 AT2G47110 AT3G02540 AT3G09790 AT3G09840 AT3G42830 AT3G52590 AT3G53230 AT3G62250 AT4G02890 AT4G05050 AT4G05320 AT4G05420 AT4G21100 AT5G03240 AT5G03340 AT5G14250 AT5G20570 AT5G20620 AT5G23540 AT5G38470 AT5G46210 AT5G62540 AT1G16890 AT1G78870 AT5G18650 AT1G04860 AT3G11910 AT5G06600 AT5G56280";"A. thaliana";"GIM"
2.84401371284232e-24;33;317;"Mitotic cell cycle ";"AT1G07270 AT1G08260 AT2G25880 AT2G27120 AT2G29680 AT3G02860 AT3G09840 AT3G12280 AT3G25100 AT3G48750 AT3G53230 AT4G02070 AT4G32830 AT4G35620 AT5G03340 AT5G06830 AT5G25380 AT5G41360 AT5G41370 AT5G65420 AT5G66130 AT5G67100 AT2G45490 AT3G54670 AT5G20850 AT1G22920 AT1G66740 AT1G71230 AT3G15150 AT5G14250 AT5G38110 AT5G42970 AT5G63920";"A. thaliana";"GIM"
